▁Richard ▁F ord : ▁" Ich ▁lernte ▁nur ▁langsam ▁lesen ▁und ▁sch aff te ▁es ▁durch ▁die ▁Schule , ▁ohne ▁je ▁mehr ▁als ▁das ▁Min im um ▁zu ▁lesen ▁und ▁kann ▁auch ▁heute ▁noch ▁nicht ▁schneller ▁le ise ▁lesen , ▁als ▁ich ▁es ▁laut ▁kann , ▁doch ▁die ▁D ys lex ie ▁hatte ▁auch ▁eine ▁Menge ▁Vor teile ▁für ▁mich , ▁denn ▁als ▁ich ▁mich ▁endlich ▁damit ▁ab gefunden ▁hatte , ▁wie ▁langsam ▁ich ▁vor gehen ▁müs ste , ▁glaube ▁ich , ▁begann ▁ich ▁langsam	▁Richard ▁F ord : ▁I ▁was ▁slow ▁to ▁learn ▁to ▁read , ▁went ▁all ▁the ▁way ▁through ▁school ▁not ▁really ▁reading ▁more ▁than ▁the ▁min im um , ▁and ▁still ▁to ▁this ▁day ▁can ' t ▁read ▁sil ently ▁much ▁faster ▁than ▁I ▁can ▁read ▁al oud , ▁but ▁there ▁were ▁a ▁lot ▁of ▁benef its ▁to ▁being ▁d ys lex ic ▁for ▁me ▁because ▁when ▁I ▁finally ▁did ▁rec on c ile ▁myself ▁to ▁how ▁slow ▁I ▁was ▁going ▁to ▁have ▁to ▁do ▁it , ▁then ▁I ▁think ▁I ▁came ▁very ▁slow ly
▁" N icht ▁mehr ▁werden ▁wir ▁dies ▁akzept ieren ."	▁No ▁more ▁are ▁we ▁going ▁to ▁accept ▁this ."
▁Vielen ▁Dank .	▁Thank ▁you ▁very ▁much .
▁eine ▁er fahr ene ▁Stimme ,	▁It ▁is ▁a ▁voice ▁of ▁experience .
▁A B : ▁Ich ▁denke ▁Sie ▁haben ▁die ▁3 ▁aus gel assen ?	▁I ▁think ▁you ▁left ▁out ▁the ▁number ▁3 ?
▁Aber ▁durch ▁die ▁Sprache ▁Gal o is ' ▁können ▁wir ▁verstehen , ▁dass ▁die ▁zu gr unde ▁liegen den ▁abstra kten ▁Sym met r ien ▁dies el ben ▁sind .	▁But , ▁using ▁the ▁language ▁of ▁Gal o is , ▁we ▁can ▁understand ▁that ▁the ▁under ly ing ▁abstra ct ▁symmet ries ▁of ▁these ▁things ▁are ▁actually ▁the ▁same .
▁Ich ▁erzä hl ▁euch ▁eine ▁Geschichte .	▁Let ▁me ▁tell ▁you ▁a ▁story .
▁Die ▁Bedeutung ▁dieser ▁Daten ▁für ▁uns ▁persön lich ▁als ▁Familie ▁ist ▁jetzt ▁schon ▁im men s , ▁und ▁wir ▁finden ▁immer ▁noch ▁heraus , ▁wie ▁wert voll ▁sie ▁sind .	▁And ▁what ▁this ▁data ▁repr es ents ▁for ▁our ▁family ▁at ▁a ▁personal ▁level , ▁the ▁impact ▁has ▁already ▁been ▁im men se , ▁and ▁we ' re ▁still ▁learning ▁its ▁value .
▁Diese ▁hier ▁sind ▁diese ▁" Ver form ungs k arten ".	▁These ▁are ▁the ▁dis pl ac ement ▁ma ps ▁here .
▁Wir ▁haben ▁die ▁" 9 9 "- C om ich e fte ▁bisher ▁in ▁acht ▁Spra chen ▁über setzt : ▁Ch ines isch , ▁Ind ones isch , ▁H ind i , ▁Ur du , ▁Tür k isch .	▁We ' ve ▁been ▁able ▁to ▁l ic ense ▁The ▁99 ▁com ic ▁books ▁into ▁eight ▁langu ages ▁so ▁far ▁-- ▁Chinese , ▁Ind ones ian , ▁H ind i , ▁Ur du , ▁T ur k ish .
▁L ärm , ▁der ▁Europ ä ische ▁Un ion ▁zu folge , ▁verm ind ert ▁die ▁Gesundheit ▁und ▁die ▁Lebens qu alität ▁von ▁25 ▁Prozent ▁der ▁Bevölkerung ▁in ▁Europa .	▁No ise ▁like ▁this , ▁acc ording ▁to ▁the ▁Europe an ▁Un ion , ▁is ▁re duc ing ▁the ▁health ▁and ▁the ▁quality ▁of ▁life ▁of ▁25 ▁percent ▁of ▁the ▁population ▁of ▁Europe .
▁Man ▁verb ringt ▁über ▁90 % ▁seines ▁Lebens ▁in ▁gesch lossen en ▁R äumen .	▁People ▁spend ▁over ▁90 ▁percent ▁of ▁their ▁lives ▁ind o ors .
▁Som al isch - amer ikan ische ▁Kinder ▁kamen ▁in ▁Massen , ▁um ▁sich ▁sport lich ▁zu ▁bet ät igen , ▁trotz ▁des ▁F at w a - Ver b ots .	▁Sc ores ▁of ▁Som al i - A mer ican ▁kids ▁came ▁out ▁to ▁em bra ce ▁sport ▁despite ▁the ▁fat w a ▁against ▁it .
▁Wir ▁verstehen ▁den ▁C ode ▁nicht , ▁der ▁vom ▁Gehirn ▁benutzt ▁wird .	▁We ▁don ' t ▁understand ▁the ▁code ▁used ▁by ▁the ▁brain .
▁Und ▁wenn ▁etwas ▁nicht ▁dem ▁Stand ard ▁ent spr icht , ▁dann ▁heißt ▁es ▁gleich : ▁" O ops , ▁Müll . ▁O ops ▁irgendw as . ▁O ops , ▁sch ief ."	▁And ▁so ▁if ▁something ▁isn ' t ▁standard , ▁" O ops , ▁d ump ster ." ▁" O ops " ▁this . ▁" O ops , ▁war ped ."
▁Wie ▁konnten ▁sie ▁das ▁mit ▁mir ▁machen ?	▁How ▁could ▁they ▁do ▁this ▁to ▁me ?
▁Da zu ▁werde ▁ich ▁Ihnen ▁zwei ▁Videos ▁zeigen . ▁Zwei ▁M ütter ▁- ▁die ▁eine ▁l ü gt , ▁die ▁andere ▁sagt ▁die ▁Wahrheit .	▁But ▁I ' m ▁going ▁to ▁show ▁you ▁two ▁v ideos , ▁two ▁mother s ▁-- ▁one ▁is ▁l ying , ▁one ▁is ▁telling ▁the ▁truth .
▁Und ▁statt ▁diese ▁Möglichkeit ▁zu ▁pack en ▁haben ▁lok ale ▁und ▁intern ationale ▁Führungs p ers ön lichkeit en ▁sich ▁bald ▁zurück ge zogen ▁und ▁haben ▁sich ▁ab l enken ▁lassen ▁von ▁der ▁zweiten ▁In t if ada , ▁den ▁Ereign issen ▁des ▁ 0 9 . ▁September ▁200 1 ▁und ▁den ▁Krie gen ▁in ▁Afghan its an ▁und ▁im ▁Ira k .	▁Y et ▁instead ▁of ▁gr as p ing ▁this ▁opportunity , ▁local ▁and ▁international ▁leaders ▁soon ▁dis eng aged ▁and ▁became ▁dist ra cted ▁by ▁the ▁second ▁In t if ada , ▁the ▁ev ents ▁of ▁9 / 1 1 ▁and ▁the ▁war s ▁in ▁Afghanistan ▁and ▁Iraq .
▁sind ▁7 8 0 ▁und ▁ich ▁dachte , ▁ich ▁sah ▁eine ▁dort ▁vor be ige hen , ▁nur ▁um ▁dies ▁ ört lich ▁fest zu legen . ▁Das ▁sind ▁gute ▁Neu igkeiten .	▁are ▁up ▁to ▁7 8 0 ▁-- ▁and ▁I ▁thought ▁I ▁saw ▁one ▁go ▁by ▁there , ▁just ▁to ▁local ize ▁this ▁-- ▁which ▁is ▁good ▁news .
▁Die ▁Kä fer ▁kle t tern ▁viel ▁selten er ▁auf ▁die ▁P ille , ▁wenn ▁sie ▁St ief el ▁an haben , ▁als ▁wenn ▁sie ▁keine ▁tragen .	▁And ▁if ▁you ▁look ▁over ▁here , ▁with ▁bo ots ▁they ▁clim b ▁onto ▁the ▁ball ▁far ▁less ▁often ▁when ▁they ▁had ▁no ▁bo ots ▁on .
▁L etzt lich , ▁wenn ▁wir ▁jede ▁Pr ü f ung ▁von ▁Hand ▁lösen ▁lassen , ▁wird ▁es ▁ziemlich ▁schwierig , ▁die ▁Lehr pl ä ne ▁da hing ehen d ▁zu ▁verändern , ▁dass ▁Computer ▁während ▁des ▁S em es ters ▁einges etzt ▁werden ▁können .	▁In ▁the ▁end , ▁if ▁we ▁test ▁everyone ▁by ▁hand ▁in ▁exam s , ▁it ' s ▁kind ▁of ▁hard ▁to ▁get ▁the ▁cur ric ul a ▁changed ▁to ▁a ▁point ▁where ▁they ▁can ▁use ▁computers ▁during ▁the ▁s em es ters .
▁Ich ▁war ▁auf ▁dem ▁Rück weg ▁von ▁einer ▁großen ▁Ver teilung ▁von ▁Lebens mitteln ▁in ▁einer ▁Mo sche e , ▁in ▁der ▁sehr ▁viele ▁Leute ▁unter ▁schreck lichen ▁Bedingungen ▁ha ust en .	▁I ▁was ▁coming ▁back ▁from ▁a ▁big ▁food ▁dist ribution ▁in ▁a ▁mo s qu e ▁where ▁tens ▁and ▁tens ▁of ▁people ▁were ▁squ att ing ▁in ▁terrible ▁conditions .
▁Die ▁A ust ell ung ▁bein hal tete ▁über ▁zw anz ig ▁Künstler ▁verschiedenen ▁Al ters ▁und ▁National ität , ▁aber ▁alle ▁betrachte ten ▁schwar ze ▁Männ lichkeit ▁von ▁einem ▁sehr ▁spe zif ischen ▁W ink el .	▁This ▁exh ib ition ▁includ ed ▁over ▁20 ▁artists ▁of ▁various ▁ag es ▁and ▁ra ces , ▁but ▁all ▁looking ▁at ▁black ▁m as cul in ity ▁from ▁a ▁very ▁particular ▁point ▁of ▁view .
▁Er ▁s etzt ▁nur ▁die ▁A ußen seite ▁unter ▁Strom .	▁He ▁elect rif ies ▁only ▁the ▁outside .
▁Es ▁ist ▁unser ▁Licht , ▁nicht ▁unsere ▁D unk el heit , ▁die ▁uns ▁ äng st igt ."	▁It ▁is ▁our ▁light ▁and ▁not ▁our ▁dark ness ▁that ▁fr igh tens ▁us ."
▁Wenn ▁wir ▁über ▁Trans par en z ▁und ▁O ffen heit ▁sprechen , ▁sollten ▁wir ▁immer ▁daran ▁denken , ▁dass ▁das , ▁was ▁gut ▁lief , ▁auch ▁das ▁ist , ▁was ▁schlecht ▁lief .	▁So ▁when ▁we ▁talk ▁about ▁transpar en cy , ▁when ▁we ▁talk ▁about ▁op enn ess , ▁I ▁really ▁do ▁believe ▁that ▁what ▁we ▁should ▁keep ▁in ▁mind ▁is ▁that ▁what ▁went ▁right ▁is ▁what ▁went ▁wrong .
▁Nun ▁gut .	▁All ▁right .
▁Ihr ▁müs st ▁einfach ▁durch ▁die ▁G änge ▁schre iten ."	▁You ▁just ▁have ▁to ▁str ut ."
▁Außer dem ▁haben ▁wir ▁trotz ▁aus gie b iger ▁Suche ▁des ▁S E T I - Pro jekt s ▁noch ▁keine ▁außer ird ischen ▁Fern seh - Q u iz sen d ungen ▁gehört .	▁F ur ther more , ▁despite ▁an ▁ex tens ive ▁search ▁by ▁the ▁S E T I ▁project , ▁we ▁haven ' t ▁heard ▁any ▁al ien ▁television ▁qu iz ▁shows .
▁Ich ▁werde ▁so ▁viel ▁davon ▁tr inken . ▁Ich ▁werde ▁so ▁ges und ▁sein .	▁I ' m ▁going ▁to ▁drink ▁so ▁much ▁of ▁it . ▁I ' m ▁going ▁to ▁be ▁so ▁healthy .
▁Und ▁zum ▁Schluss ▁werde ▁ich ▁darüber ▁reden ▁wie ▁man ▁den ▁Zw isch ensch ritt ▁erreichen ▁kann , ▁diesen ▁Punkt ▁von ▁vielleicht ▁30 ▁Jahren ▁Lebens ver l änger ung	▁And ▁of ▁course , ▁the ▁last ▁thing ▁I ' m ▁going ▁to ▁talk ▁about ▁is ▁how ▁to ▁reach ▁that ▁inter med iate ▁step , ▁that ▁point ▁of ▁maybe ▁30 ▁years ▁life ▁ex tens ion .
▁Aber ▁sonst ▁n ir gend s .	▁But ▁now here ▁else ▁anyway .
▁Ich ▁finde ▁sie ▁unglaublich ▁faszin ierend ▁und ▁hal te ▁sie ▁für ▁einen ▁wicht igen ▁Teil ▁der ▁Gesundheit .	▁I ▁think ▁it ▁is ▁incredibly ▁fascin ating ▁and ▁an ▁important ▁comp onent ▁of ▁health .
▁Nun , ▁die ▁fundament ale ▁Grund lage ▁der ▁ne ok l ass ischen ▁Wirtschafts le hre ▁würde ▁Ihnen ▁sagen , ▁dass ▁es ▁ir r ational ▁sei , ▁einen ▁Dollar ▁ab zu le hnen , ▁auf ▁Grund ▁der ▁Tatsache , ▁dass ▁jemand , ▁den ▁sie ▁nicht ▁kennen , ▁in ▁einem ▁anderen ▁Raum , ▁99 ▁bekommt .	▁Now , ▁the ▁fundamental ▁basis ▁of ▁ne oc l ass ical ▁econom ics ▁would ▁tell ▁you ▁it ' s ▁ir r ational ▁to ▁re ject ▁a ▁doll ar ▁because ▁someone ▁you ▁don ' t ▁know ▁in ▁another ▁room ▁is ▁going ▁to ▁get ▁99 .
▁Und ▁die ▁Berg b auf ir men ▁z ogen ▁einfach ▁weiter , ▁wenn ▁der ▁Berg ▁ab get ragen ▁war , ▁und ▁sie ▁lie ßen ▁noch ▁mehr ▁Arbeits los igkeit ▁zurück .	▁And ▁the ▁co al ▁companies ▁just ▁move ▁on ▁after ▁the ▁mountain ▁was ▁em pt ied , ▁lea ving ▁even ▁more ▁un em ploy ment ▁in ▁their ▁w ake .
▁Es ▁wird ▁Innovation ▁erfor dern .	▁It ' s ▁going ▁to ▁requ ire ▁innovation .
▁Es ▁wird ▁Sie ▁nicht ▁um bringen .	▁It ' s ▁not ▁going ▁to ▁kill ▁you .
▁Danke .	▁Thank ▁you .
▁Aber ▁einige ▁der ▁bisher igen ▁Gew inner ▁sind ▁jetzt ▁völlig ▁un schein bar , ▁wie ▁" A pp ", ▁das ▁" e " ▁als ▁Vor s il be ▁und ▁" g oo gle " ▁als ▁Verb .	▁But ▁some ▁of ▁the ▁past ▁w inn ers ▁now ▁seem ▁completely ▁un re mark able , ▁such ▁as ▁" app " ▁and ▁" e " ▁as ▁a ▁pre f ix , ▁and ▁" g oo gle " ▁as ▁a ▁verb .
▁dass ▁St ills itzen ▁oder ▁Med itation ▁nicht ▁nur ▁zu ▁besser er ▁Gesundheit ▁und ▁klar er em ▁Denken , ▁sondern ▁sogar ▁zu ▁emotional er ▁Intelligenz ▁führen ▁kann .	▁that ▁sitting ▁still , ▁or ▁med itation , ▁can ▁lead ▁not ▁just ▁to ▁better ▁health ▁or ▁to ▁clear er ▁thinking , ▁but ▁even ▁to ▁emotional ▁intelligence .
▁Wir ▁werden ▁statt dessen ▁etwas ▁anderes ▁machen ▁müssen .	▁We ' re ▁going ▁to ▁have ▁to ▁do ▁something ▁else ▁instead .
▁Und ▁wenn ▁Sie ▁ver fä llt , ▁wird ▁das ▁System ▁durch ▁eine ▁zu ver l äss ige ▁Technologie ▁ab gesch altet ▁und ▁sch ützt ▁som it ▁den ▁Verb rauch er .	▁And ▁when ▁it ' s ▁exp ired , ▁using ▁fail sa fe ▁technology , ▁the ▁system ▁will ▁sh ut ▁off , ▁protect ing ▁the ▁us er .
▁Eine ▁von ▁ihnen ▁ist ▁die ▁Erk ennung ▁von ▁M ust ern .	▁One ▁of ▁them ▁is ▁pattern ▁recogn ition .
▁Nicht ▁ein ▁Einz iger ▁ist ▁auf ▁meinen ▁Vor schlag ▁einge gangen .	▁Not ▁a ▁single ▁person ▁has ▁taken ▁me ▁up ▁on ▁that ▁off er .
▁Sie ▁nahm ▁weiterhin ▁den ▁zwe ist ünd igen ▁Schul weg ▁auf ▁sich , ▁und ▁versuchte ▁jedes ▁kleine ▁Stück ▁Information ▁auf zus chn app en , ▁das ▁durch ▁die ▁Tür en ▁sick er te .	▁She ▁still ▁made ▁the ▁two - h our ▁tre k ▁to ▁the ▁school house ▁and ▁tried ▁to ▁catch ▁every ▁little ▁bit ▁of ▁information ▁that ▁see ped ▁out ▁of ▁the ▁do ors .
▁Aber ▁denn och ▁ist ▁jede ▁M ess ung ▁von ▁Ke pl er ▁wert voll , ▁denn ▁sie ▁le hrt ▁uns ▁die ▁Beziehung ▁zwischen ▁Ster nen ▁und ▁Planeten ▁und ▁wie ▁es ▁letz lich ▁das ▁Sonnen licht ▁ist , ▁dass ▁die ▁Bühne ▁bereit et ▁für ▁die ▁Ent ste hung ▁von ▁Leben ▁im ▁Universum .	▁But ▁really , ▁every ▁measure ment ▁it ▁makes ▁is ▁pre cious , ▁because ▁it ' s ▁teaching ▁us ▁about ▁the ▁relationship ▁between ▁stars ▁and ▁planets , ▁and ▁how ▁it ' s ▁really ▁the ▁star light ▁that ▁set s ▁the ▁stage ▁for ▁the ▁form ation ▁of ▁life ▁in ▁the ▁universe .
▁Und ▁der ▁Wert ▁seines ▁Lebens ▁war ▁die ▁S um me ▁seiner ▁Leist ungen .	▁So , ▁the ▁value ▁of ▁his ▁life ▁was ▁the ▁s um ▁total ▁of ▁his ▁achie v ements .
▁Es ▁nennt ▁sich ▁Trans par en z , ▁O ffen le gung ▁der ▁Daten , ▁etwas , ▁w om it ▁sich ▁die ▁TED - G emein schaft ▁bereits ▁beschäft igt .	▁It ' s ▁called ▁transpar en cy , ▁open ▁data ▁set s , ▁something ▁the ▁TED ▁community ▁is ▁really ▁on ▁it .
▁Man ▁kann ▁mir ▁meinen ▁Pass ▁nehmen , ▁aber ▁nicht ▁meine ▁Erfahrung .	▁You ▁can ▁take ▁away ▁my ▁pass port , ▁but ▁you ▁can ' t ▁take ▁away ▁my ▁experience .
▁Es ▁gibt ▁viele , ▁viele ▁Probleme ▁da ▁draußen .	▁There ▁are ▁many , ▁many ▁problems ▁out ▁there .
▁Zur ück ▁zu ▁dir , ▁H en ry .	▁B ack ▁to ▁you , ▁H en ry .
▁Dann ▁fangen ▁wir ▁an .	▁Then ▁let ' s ▁begin .
▁Am ▁Tag ▁des ▁Frieden s ▁wird ▁es ▁T ausende ▁von ▁F uss ball sp ielen ▁geben , ▁die ▁überall ▁ges piel t ▁werde , ▁von ▁den ▁F a vel as ▁in ▁Br as ilien ▁bis ▁wo ▁auch ▁immer .	▁On ▁the ▁D ay ▁of ▁Pe ace , ▁there ' s ▁thousands ▁of ▁foot ball ▁match es ▁all ▁played , ▁from ▁the ▁fa vel as ▁of ▁Brazil ▁to ▁where ver ▁it ▁might ▁be .
▁Das ▁heißt , ▁sol ange ▁man ▁im ▁Netz ▁Ne ut ral ität ▁wahr t .	▁That ▁is , ▁as ▁long ▁as ▁you ▁can ▁keep ▁net ▁ne ut r ality ▁in ▁place .
▁Um ▁das ▁herauszufinden ▁sind ▁mein ▁Kolle ge ▁C ra ig ▁J ose ph ▁und ▁ich ▁L iter atur ▁über ▁An th rop ologie ▁über ▁kulture lle ▁Unterschiede ▁in ▁M oral ität ▁und ▁über ▁evolution äre ▁Psych ologie ▁durch ge gangen , ▁auf ▁der ▁Suche ▁nach ▁Ü b erein st imm ungen .	▁To ▁find ▁out , ▁my ▁colleag ue , ▁C ra ig ▁J ose ph , ▁and ▁I ▁read ▁through ▁the ▁liter ature ▁on ▁an th rop ology , ▁on ▁culture ▁var iation ▁in ▁m or ality ▁and ▁also ▁on ▁evolution ary ▁psych ology , ▁looking ▁for ▁match es .
▁Jede ▁Art ▁von ▁Nahrungs mittel ▁muss ▁ges unden ▁Erwachsen en ▁und ▁Kindern ▁vor be halten ▁sein .	▁Wh ate ver ▁food ▁is ▁available ▁has ▁to ▁be ▁res er ved ▁for ▁able - b od ied ▁adult s ▁and ▁for ▁children .
▁Wenn ▁ich ▁" wir " ▁sage , ▁meine ▁ich ▁auch ▁nicht ▁zw angs l äuf ig ▁Sie ; ▁ich ▁meine ▁mich : ▁Meine ▁re chte ▁Gehirn h älfte , ▁meine ▁l in ke , ▁und ▁d erein ige , ▁der ▁da zwischen ▁steht , ▁ist ▁der ▁K rit iker , ▁und ▁dies r , ▁sagt ▁mir , ▁dass ▁das , ▁was ▁ich ▁erzä hle ▁falsch ▁sei .	▁When ▁I ▁say ▁we , ▁I ▁don ' t ▁mean ▁you , ▁necess arily ; ▁I ▁mean ▁me , ▁and ▁my ▁right ▁brain , ▁my ▁left ▁brain ▁and ▁the ▁one ▁that ' s ▁in ▁between ▁that ▁is ▁the ▁c ens or ▁and ▁tells ▁me ▁what ▁I ' m ▁saying ▁is ▁wrong .
▁Der ▁wichtig ste ▁ist , ▁dass ▁man ▁so ▁ein ▁kosten g ünst iges ▁Produkt ▁herstellen ▁kann .	▁The ▁most ▁important ▁being ▁that ▁it ▁is ▁the ▁best ▁way ▁to ▁make ▁an ▁in ex p ensive ▁product .
▁Und ▁in fol ged essen ▁entschieden ▁wir , ▁etwas ▁zu ▁tun , ▁das ▁vor ▁allem ▁der ▁Gruppe ▁am ▁unter en ▁Ende ▁helfen ▁würde : ▁A f ro amer ikan ische ▁und ▁dann ▁Lat ino - St ud enten .	▁And ▁as ▁a ▁result ▁of ▁that , ▁we ▁decided ▁to ▁do ▁something ▁that ▁would ▁help , ▁first ▁of ▁all , ▁the ▁group ▁at ▁the ▁bottom , ▁African - A mer ican ▁students , ▁and ▁then ▁His p an ic ▁students .
▁es ▁gibt ▁immer ▁noch ▁13 ▁B illion en ▁Dollar ▁in ▁der ▁US - Wir tschaft	▁There ' s ▁still ▁13 ▁tr illion ▁dollars ▁cir cul ating ▁in ▁the ▁U . S . ▁economy .
▁Sie ▁hat ▁ihn ▁nie ▁wirklich ▁gem och t .	▁She ▁never ▁lik ed ▁it ▁very ▁much .
▁Ja , ▁genau , ▁die ▁Menschen .	▁Your s ▁truly : ▁humans .
▁Sie ▁nehmen ▁wahrscheinlich ▁an , ▁da ▁das ▁iPhone ▁zwar ▁in ▁K alifornien ▁entwickelt ▁aber ▁in ▁China ▁her gestellt ▁wurde , ▁dass ▁der ▁Westen ▁immer ▁noch ▁im ▁Bereich ▁technolog ischer ▁Innov ationen ▁fü hr end ▁ist .	▁You ▁probably ▁ass ume ▁that ▁because ▁the ▁iPhone ▁was ▁designed ▁in ▁California ▁but ▁ass em ble d ▁in ▁China ▁that ▁the ▁West ▁still ▁lead s ▁in ▁terms ▁of ▁technolog ical ▁innovation .
▁Aber ▁ich ▁habe ▁ein ▁Museum ▁und ▁ich ▁samm le ▁D inosaur ier ▁und ▁ich ▁kann ▁meine ▁auf s ä gen .	▁But ▁I ▁have ▁a ▁mus eum ▁and ▁I ▁collect ▁d inos a urs ▁and ▁I ▁can ▁saw ▁mine ▁open .
▁K ann ▁man ▁das ▁so ▁zusammen fassen ?	▁In ▁a ▁nut s he ll ▁that ' s ▁what ▁happened ?
